Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Madagascar,MDG,Land area (sq. km),AG.LND.TOTL.K2,581800,581800,581800,581800,..
Madagascar,MDG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,13051441203.9474,14354731964.331,15325603272.6073,15869945477.855,17420814800.7045
Madagascar,MDG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72316122,3.5045228,3.25023246,..,..
Madagascar,MDG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.17,4.104,4.036,3.972,..
Madagascar,MDG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.7,44.9,44.7,44.2,..
Madagascar,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.20179312190558,5.81225118787713,8.16059031991847,9.87432675044886,..
Madagascar,MDG,Real interest rate (%),FR.INR.RINR,42.7140565623592,39.5350468771585,35.7645590339772,42.9145487450899,..
Malawi,MWI,"Population, total",SP.POP.TOTL,19533888,20047258,20568728,21104482,21655286
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.907,..,..,..,..
Malawi,MWI,Agricultural land (sq. km),AG.LND.AGRI.K2,59840,60500,60500,60500,..
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,94280,94280,94280,94280,..
Malawi,MWI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792,11008925322.5134
Malawi,MWI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.17979383,7.62815809,6.50023508,..,..
Malawi,MWI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.877,3.791,3.72,3.648,..
Malawi,MWI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,32.3,31.4,30.5,29.4,..
Malawi,MWI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.62551469650552,9.33014410835212,20.953969729969,28.7897428247298,32.1796504225026
Malawi,MWI,Real interest rate (%),FR.INR.RINR,16.9443492020535,14.5426258743756,6.98562575213848,8.74625275910157,7.64484209160057
Malaysia,MYS,"Population, total",SP.POP.TOTL,33889558,34282399,34695493,35126298,35557673
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.54,4.64,3.93,..,..
Malaysia,MYS,Agricultural land (sq. km),AG.LND.AGRI.K2,85710,85710,85710,85710,..
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,328550,328550,328550,328550,..
Malaysia,MYS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,337456163961.211,373784823672.946,407605841348.235,399705137434.074,421972102253.57
Malaysia,MYS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.08254337,4.37382412,3.90591931,..,..
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.68,1.555,1.55,1.55,..
Malaysia,MYS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.7,6.7,6.7,6.8,..
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.13870215393055,2.47710241465446,3.37869862549933,2.48886560125756,1.834100204499
Malaysia,MYS,Real interest rate (%),FR.INR.RINR,4.80149199683322,-2.11195861194285,-2.3452788679138,7.32680719117579,4.46523023999811
Maldives,MDV,"Population, total",SP.POP.TOTL,502118,516154,524106,525994,527799
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Maldives,MDV,Agricultural land (sq. km),AG.LND.AGRI.K2,64,59,59,59,..
Maldives,MDV,Land area (sq. km),AG.LND.TOTL.K2,300,300,300,298,..
Maldives,MDV,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579,6975146349.42592
Maldives,MDV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.3365984,10.09611702,9.65276241,..,..
Maldives,MDV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.613,1.599,1.583,1.575,..
Maldives,MDV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6,5.6,5.3,5,..
Maldives,MDV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.36977425569811,0.543149688736963,2.33314337624572,2.92746542425037,1.39979779674922
Maldives,MDV,Real interest rate (%),FR.INR.RINR,15.4867338820638,8.49646286794599,7.26773775913299,9.61638607665648,10.7996305986051
Mali,MLI,"Population, total",SP.POP.TOTL,21713836,22388630,23072640,23769127,24478595
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.528,..,2.387,..,..
Mali,MLI,Agricultural land (sq. km),AG.LND.AGRI.K2,430088.653,432366.83,432754.121,432794.888,..
Mali,MLI,Land area (sq. km),AG.LND.TOTL.K2,1220190,1220190,1220190,1220190,..
Mali,MLI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,20698560938.7775,22999245262.6719,22374051349.9445,24621545564.8753,26588067731.1692
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.47597885,3.46649742,3.67284775,..,..
Mali,MLI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.85,5.779,5.692,5.614,..
Mali,MLI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,62.1,60.5,59,57.6,..
Mali,MLI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.438088940320735,3.9256028310427,9.62147608489068,2.0588022827422,3.20639864099661
Mali,MLI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Malta,MLT,"Population, total",SP.POP.TOTL,515490,518150,531113,552747,574346
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.856,3.754,3.471,3.479,3.115
Malta,MLT,Agricultural land (sq. km),AG.LND.AGRI.K2,91.1,87.5,87.5,82.91,..
Malta,MLT,Land area (sq. km),AG.LND.TOTL.K2,320,320,320,320,..
Malta,MLT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,16409900599.1964,19723563354.6779,19239187083.5194,22210718401.0207,24322006607.9295
Malta,MLT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.60137844,10.36362457,9.52376747,..,..
Malta,MLT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.13,1.13,1.08,1.06,..
Malta,MLT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.2,5.1,5,4.8,..
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.638544956776647,1.49789217934731,6.15375621933036,5.09396758978879,1.65079469283108
Malta,MLT,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,42706,41367,40077,38827,37548
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,9.823,..,..,..
Marshall Islands,MHL,Agricultural land (sq. km),AG.LND.AGRI.K2,70,70,70,70,..
Marshall Islands,MHL,Land area (sq. km),AG.LND.TOTL.K2,180,180,180,180,..
Marshall Islands,MHL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,241800000,258900000,253400000,259300000,280357844.229802
Marshall Islands,MHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.17444134,12.54099083,11.73604298,..,..
Marshall Islands,MHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.989,2.964,2.936,2.919,..
Marshall Islands,MHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.8,25,24.3,23.5,..
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Marshall Islands,MHL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Mauritania,MRT,"Population, total",SP.POP.TOTL,4600131,4734874,4875637,5022441,5169395
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Mauritania,MRT,Agricultural land (sq. km),AG.LND.AGRI.K2,397100,397100,397100,397100,..
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,1030700,1030700,1030700,1030700,..
Mauritania,MRT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,8260752385.23089,9222536364.01272,9557966698.25369,10651709314.1644,10766731873.5407
Mauritania,MRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.00147843,3.78022528,4.48389912,..,..
Mauritania,MRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.912,4.848,4.77,4.697,..
Mauritania,MRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.8,32.9,32,31,..
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.38569488456317,3.5651648465019,9.52526628622842,4.95305034506869,2.49164347481971
Mauritania,MRT,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Mauritius,MUS,"Population, total",SP.POP.TOTL,1266014,1266334,1262523,1261041,1259509
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.626,7.719,6.322,5.571,..
Mauritius,MUS,Agricultural land (sq. km),AG.LND.AGRI.K2,860,860,860,859.574,..
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,1997,1997,1997,1997,..
Mauritius,MUS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,11408106446.3144,11484348857.8529,12907767789.5967,14101195732.6741,14952555414.8553
Mauritius,MUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.09606028,6.6160841,5.82381678,..,..
Mauritius,MUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.44,1.41,1.32,1.39,..
Mauritius,MUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,14,13.8,13.5,..
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.58080077182826,4.02852888157382,10.7737512242899,7.05298238454734,3.60452203847959
Mauritius,MUS,Real interest rate (%),FR.INR.RINR,4.53526534336547,3.59997457226618,-1.89672688258248,2.73065481782378,5.31943868833688
Mexico,MEX,"Population, total",SP.POP.TOTL,126799054,127648148,128613117,129739759,130861007
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.378,3.941,3.174,2.704,2.616
Mexico,MEX,Agricultural land (sq. km),AG.LND.AGRI.K2,1001424.756,1001258.815,988889.75,985454.116,..
Mexico,MEX,Land area (sq. km),AG.LND.TOTL.K2,1943950,1943950,1943950,1943950,..
Mexico,MEX,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1121064767401.51,1316569466735.28,1466464899303.68,1793798859343.27,1852722885258.11
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.0537405,5.89244318,5.72145176,..,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.99,1.97,1.94,1.91,..
Mexico,MEX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.8,11.5,11.1,10.8,..
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.39683415570006,5.68920847683757,7.89627619168551,5.52796087314385,4.72225588452935
Mexico,MEX,Real interest rate (%),FR.INR.RINR,1.64584209309177,0.386354456712345,1.4516823269749,6.80354030332584,5.99218577958012
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,110916,111624,112114,112630,113160
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Agricultural land (sq. km),AG.LND.AGRI.K2,50,50,50,50,..
"Micronesia, Fed. Sts.",FSM,Land area (sq. km),AG.LND.TOTL.K2,700,700,700,700,..
"Micronesia, Fed. Sts.",FSM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,372902690.041619,391601946.963072,415956896.458884,443916782.295594,471425099.488675
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.01537514,11.41321754,10.34470272,..,..
"Micronesia, Fed. Sts.",FSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.852,2.818,2.785,2.748,..
"Micronesia, Fed. Sts.",FSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.9,22.2,21.5,20.8,..
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.554594630853189,3.19128406597464,5.40874375479069,..,..
"Micronesia, Fed. Sts.",FSM,Real interest rate (%),FR.INR.RINR,18.9228694565464,10.566514158961,..,..,..
Moldova,MDA,"Population, total",SP.POP.TOTL,2635130,2595809,2528654,2457783,2389275
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.206,0.794,0.909,1.57,1.427
Moldova,MDA,Agricultural land (sq. km),AG.LND.AGRI.K2,24711,24690,24650,24400,..
Moldova,MDA,Land area (sq. km),AG.LND.TOTL.K2,32884.6,32890,32880,32930,..
Moldova,MDA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133,18200340853.6517
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.00484037,7.7490406,6.96505404,..,..
Moldova,MDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.77,1.751,1.694,1.731,..
Moldova,MDA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.7,13.6,13.6,13.5,..
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.76597122245358,5.10641129002836,28.7372976766236,13.4170104381299,4.67773516007053
Moldova,MDA,Real interest rate (%),FR.INR.RINR,2.46743108413222,0.954053040386541,-5.93886430788655,2.79517865274657,2.19682421522342
Monaco,MCO,"Population, total",SP.POP.TOTL,38050,38527,38931,38956,38631
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Monaco,MCO,Agricultural land (sq. km),AG.LND.AGRI.K2,..,..,..,..,..
Monaco,MCO,Land area (sq. km),AG.LND.TOTL.K2,2.027,2.084,2.084,2.084,..
Monaco,MCO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166,..
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.27929592,3.67252064,3.39779735,..,..
Monaco,MCO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.38,2.122,2.114,2.11,..
Monaco,MCO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5,2.4,2.3,2.3,..
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Monaco,MCO,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,3327204,3383741,3433748,3481145,3524788
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.413,7.871,5.954,5.178,..
Mongolia,MNG,Agricultural land (sq. km),AG.LND.AGRI.K2,1124815.669,1124195.695,1120000,1074672.457,..
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,1557506.803,1557507,1557510,1558499.786,..
Mongolia,MNG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,23586055802.4517
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.6662488,7.21042728,8.85170174,..,..
Mongolia,MNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.9,2.8,2.7,2.7,..
Mongolia,MNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.2,11.8,11.6,11.4,..
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.7237230614026,7.35894657888157,15.1509728200805,10.3503418210123,6.20567819137862
Mongolia,MNG,Real interest rate (%),FR.INR.RINR,12.7512515146582,1.38672967244681,..,..,..
Montenegro,MNE,"Population, total",SP.POP.TOTL,626590,625053,623591,623529,623831
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.878,16.543,14.851,13.146,..
Montenegro,MNE,Agricultural land (sq. km),AG.LND.AGRI.K2,2579.5,2555.6,2540,2635.2,..
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,13450,13450,13450,13450,..
Montenegro,MNE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034,8069536125.80285
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.42177582,10.55253506,10.92241859,..,..
Montenegro,MNE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.75,1.75,1.8,1.74,..
Montenegro,MNE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5,2.3,2.2,2.1,..
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.255655699848511,2.41080198403166,13.0403036347004,8.58476910455405,3.3367500928228
Montenegro,MNE,Real interest rate (%),FR.INR.RINR,6.09297220351599,0.987900164356853,-5.97834503011821,-3.79759139792422,2.53982089432885
Morocco,MAR,"Population, total",SP.POP.TOTL,36584208,36954442,37329064,37712505,38081173
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,12.28,11.79,..,..
Morocco,MAR,Agricultural land (sq. km),AG.LND.AGRI.K2,299112.594,299177.368,293706.111,297882.659,..
Morocco,MAR,Land area (sq. km),AG.LND.TOTL.K2,446300,446300,446300,446300,..
Morocco,MAR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,121353645057.144,142022058447.231,130951926351.241,144417103249.646,154430996472.752
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.59079361,5.522717,5.68049145,..,..
Morocco,MAR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.32,2.288,2.256,2.23,..
Morocco,MAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.3,16.6,16,15.5,..
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.705968661338224,1.40195883962015,6.65704202759066,6.09114152504136,0.985256592004508
Morocco,MAR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Mozambique,MOZ,"Population, total",SP.POP.TOTL,30783688,31707800,32656246,33635160,34631766
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,6.789,..,..
Mozambique,MOZ,Agricultural land (sq. km),AG.LND.AGRI.K2,415046.32,415006.32,414993.32,415123.32,..
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,786380,786380,786380,786380,..
Mozambique,MOZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473,22416650343.4786
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.54172373,8.86981869,8.77717781,..,..
Mozambique,MOZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.959,4.905,4.84,4.763,..
Mozambique,MOZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,49.1,47.7,46.5,45.4,..
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.48393567493207,6.40847652975689,10.2794018093421,7.12697482131851,4.07856834812022
Mozambique,MOZ,Real interest rate (%),FR.INR.RINR,13.4759281646703,13.0234604037776,10.0609773020987,17.4723875587909,15.856101325096
Myanmar,MMR,"Population, total",SP.POP.TOTL,53016522,53387102,53756787,54133798,54500091
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.476,..,..,..,..
Myanmar,MMR,Agricultural land (sq. km),AG.LND.AGRI.K2,129800,129800,129800,129973.32,..
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,652670,652670,652670,652670,..
Myanmar,MMR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,79006113643.1906,66345291160.1683,62253049891.6449,66757619000,74079772652.4286
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.38807583,5.83599281,5.20476246,..,..
Myanmar,MMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.179,2.158,2.131,2.115,..
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.6,36.4,35.2,34.1,..
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Myanmar,MMR,Real interest rate (%),FR.INR.RINR,9.00783472489121,..,..,..,..
Namibia,NAM,"Population, total",SP.POP.TOTL,2728762,2810548,2889662,2963095,3030131
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Namibia,NAM,Agricultural land (sq. km),AG.LND.AGRI.K2,388110,388120,388120,388120,..
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,823290,823290,823290,823290,..
Namibia,NAM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,10583748541.5258,12402486183.6396,12569449123.3661,12408271447.8691,13372354268.5446
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.88723373,9.33766365,9.29635525,..,..
Namibia,NAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.349,3.303,3.248,3.212,..
Namibia,NAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,43.1,41.6,39.7,38.4,..
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.20938236933471,3.61690530108811,6.08128114112416,5.87993463284272,4.23903922877039
Namibia,NAM,Real interest rate (%),FR.INR.RINR,3.0938071003021,5.24525052234829,2.06338643820406,4.05994806549804,7.46387312940722
Nauru,NRU,"Population, total",SP.POP.TOTL,11643,11709,11801,11875,11947
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,5.056,..,..,..
Nauru,NRU,Agricultural land (sq. km),AG.LND.AGRI.K2,4,4,4,4,..
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,20,20,20,20,..
Nauru,NRU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,124530027.301054,175513984.500084,152190818.868952,151455967.735319,160350639.549467
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.55650234,12.00061035,18.17031097,..,..
Nauru,NRU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.466,3.425,3.379,3.331,..
Nauru,NRU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.3,9.5,8.8,8.3,..
Nauru,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Nauru,NRU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Nepal,NPL,"Population, total",SP.POP.TOTL,28966574,29475010,29715436,29694614,29651054
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Nepal,NPL,Agricultural land (sq. km),AG.LND.AGRI.K2,37989.328,37729.584,37445,37441,..
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,143350,143350,143350,143350,..
Nepal,NPL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,33433659301.2466,36924841394.2605,41182939600.6209,41047772331.0994,42914268286.7109
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.2080965,5.32333136,6.65589333,..,..
Nepal,NPL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.051,2.025,2.002,1.984,..
Nepal,NPL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.1,25.1,24.2,23.3,..
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.05236655289212,4.14968003360264,7.6507917679853,7.11475951738199,..
Nepal,NPL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Netherlands,NLD,"Population, total",SP.POP.TOTL,17441500,17533044,17700982,17877117,17994237
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.82,4.209,3.526,3.535,3.639
Netherlands,NLD,Agricultural land (sq. km),AG.LND.AGRI.K2,18144.5,18120,18040,18030,..
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,33670,33670,33670,33670,..
Netherlands,NLD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06,1227543925316.41
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.22355747,11.12490749,10.10068321,..,..
Netherlands,NLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.54,1.62,1.49,1.43,..
